Company Name,Address,City,State,Zip,Country,Phone,Fax,Toll Free,Email,Website,Personnel,Personnel Emails,Service Codes,Member Since,SCRA ID
"Robert C. Baer & Sons, Inc.","2936 Limekiln Road Birdsboro, PA 19508 United States",,,,,(610) 582-4110,2936,2936,,https://,Member Get (a-Member);  (),info@scranet.org,S-SteelT-Transportation,2017,43099
Rock Tech Inc,"113 Alder Street  PO Box 1270 West Babylon, NY 11704 United States",,,,,(631) 293-2305,113,113,,https://www.rtihauling.com,Member Get (a-Member);  (),info@scranet.org,T-Transportation,2019,47036
Rocky Mountain Crane,"14032 HWY 55 Mc Call, ID 83638 United States",,,,,(208) 573-6889,14032,14032,dusty@rockymtncranes.com,https://www.rockymtncranes.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & Rigging,2024,52230
Rogers Brothers Corporation,"100 Orchard Street Albion, PA 16401-1218 United States",,,,,(814) 756-4121,100,100,,https://www.rogerstrailers.com,Member Get (a-Member);  (),info@scranet.org,,1959,10909
Rogers Crane & Rigging,"34-36 Tompkins St. Binghamton, NY 13903 United States",,,,,(607) 722-4949,34-36,34-36,,https://www.rogersrigging.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,2009,33154
ROG'S Inc.,"PO Box 1026  327 East 18th Street Erie, PA 16512 United States",,,,,(814) 453-6781,"1026
327","1026
327",,https://www.rogsinc.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-Millwright,2007,19035
Rohde & Liesenfeld (USA) Inc. (B),"21 Waterways Avenue  Suite 300 Woodlands, TX 77380 United States",,,,,(281) 362-2823,300,300,,https://www.roliprojects.com,Member Get (a-Member);  (),info@scranet.org,,,21119
"Rohde & Liesenfeld Canada, Inc.","1000 - 888 3rd Street SW Calgary, AB T2P 5C5 Canada",,,,,(403) 514-6907,1000 - 888 3,1000 - 888 3,,https://www.roliprojects.com,Member Get (a-Member);  (),info@scranet.org,,2002,14475
Rolf Riedl GmbH,"Hochofenstrasse 12 Hagen,  D-58135 Germany",,,,,(49) 2331-94080,58135,58135,iris.mullejans@riedl-group.com,https://www.riedl-group.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalM-MillwrightT-Transportation,1992,10889
Roll Group,"1825 Hwy 146 South Dayton, TX 77535 United States",,,,,(832) 203-7671,1825,1825,,https://www.roll-group.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalT-Transportation,2014,38052
Ropeblock Inc.,"2115 Westmoreland Street Richmond, VA 23230 United States",,,,,(804) 723-0708,2115,2115,,https://www.ropeblock.com,Member Get (a-Member);  (),info@scranet.org,,2013,37933
Rossco Crane and Rigging Inc.,"410 74th St. SE Minot, ND 58701 United States",,,,,Dispatch: (701) 818-4455,410 74,410 74,,https://www.rosscocrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingS-SteelT-Transportation,2013,36834
"Rountree Transport & Rigging, Inc.","2640 North Lane Avenue Jacksonville, FL 32254 United States",,,,,(904) 781-1033,2640,2640,,https://www.rountreetransport.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,1981,10917
"Rountree Transport & Rigging, Inc. (B)","412 Taft Vineland Road Orlando, FL 32824 United States",,,,,(407) 855-7306,412,412,,https://www.rountreetransport.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,,12406
Rouse Services,"8383 Wilshire Blvd  Suite 900 Beverly Hills, Ca 90211 United States",,,,,(310) 363-7525,8383,8383,,https://,Member Get (a-Member);  (),info@scranet.org,,2018,44693
"Route America, Inc.","116 Collision Center Dr., Suite B  P.O. Box 1409 Frankfort, KY 40602-1409 United States",,,,,(502) 695-9321,116,116,msimpson@routeamerica.com,https://www.routeamerica.com,Member Get (a-Member);  (),info@scranet.org,,2010,34093
"Rowe Transfer, Inc.","5320 South National Drive Knoxville, TN 37914 United States",,,,,(865) 523-0421,5320,5320,,https://www.rowetransfer.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalS-SteelT-Transportation,2004,16849
Roy Corp,"15 Columbia Heights Oval Charlestown, RI 02813 United States",,,,,(401) 932-7214,02813-3813,02813-3813,,https://www.roycorpcrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,2024,52391
"Royal Crane Service, Inc.","3950 W. 155th St. Markham, IL 60428 United States",,,,,(708) 974-0832,3950,3950,johnm@royalcrane.us,https://www.royalcrane.us,Member Get (a-Member);  (),info@scranet.org,C-Crane & Rigging,2003,16257
RPS,"444 Liberty Avenue  Suite 400 Pittsburgh, PA 15222 United States",,,,,(877) 372-0517,444,444,rikki_concannon@rpsins.com,https://www.ascinsure.com,Member Get (a-Member);  (),info@scranet.org,,2023,42704
RSD Software Inc.,"400 Louisiana Street  Suite 900 Houston, TX 77002 United States",,,,,(832) 615-0482,400,400,,https://www.rsdsoftwareinc.com,Member Get (a-Member);  (),info@scranet.org,,2024,51659
RT Specialty LLC,"646 Westminster Drive Pasadena, CA 91105 United States",,,,,(949) 338-7012,646,646,,https://,Member Get (a-Member);  (),info@scranet.org,,2024,49416
"Ruby+Associates, a Degenkolb Company","30300 Telegraph Road  Suite 400 Bingham Farms, MI 48025 United States",,,,,(248) 865-8855,30300,30300,,https://www.rubyandassociates.com,Member Get (a-Member);  (),info@scranet.org,,2003,16167
Rushco Services,"196 Leicester St North Oxford, MA 01537-1000 United States",,,,,(508) 892-7680,196,196,,https://www.rushcoservices.com,Member Get (a-Member);  (),info@scranet.org,T-Transportation,1986,10923
Russ Erlinger Crane Service Inc.,"1117 Galaxy Drive Lebanon, IL 62254 United States",,,,,(618) 537-4408,1117,1117,,https://www.erlingercrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & Rigging,2017,43144
Rybicki Trucking Co.,"9365 N Parma Rd Springport, MI 49284 United States",,,,,(517) 531-4949,9365,9365,,https://www.rybickitrucking.com,Member Get (a-Member);  (),info@scranet.org,T-Transportation,2008,24836
S&R Corporation,"706 Broadway Street Lowell, MA 01854 United States",,,,,(978) 441-2000,706,706,rploof@sandrcorp.com,https://www.sandrcorp.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,2021,48492
"S.K. Rigging Company, INC","P.O. Box 62092 Cincinnati, OH 45262 United States",,,,,(513) 771-7766,62092,62092,,https://www.skrigging.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-Millwright,1984,10931
S4E Tech Corporation,"515 N Flagler Dr.  Suite 350 West Palm Beach, FL 33401 United States",,,,,(561) 370-7440,515,515,danilo.campos@s4e.tech,https://www.teleops.ai,Member Get (a-Member);  (),info@scranet.org,,2025,53023
Sam Rogers Crane Rigging,"851 CR 115 Nixon, TX 78140 United States",,,,,(830) 534-2800,851,851,,https://www.cranecred.com,Member Get (a-Member);  (),info@scranet.org,,,54582
"Sankyu U.S.A., Incorporated","555 Pierce Road, Suite 125 Itasca, IL 60143 United States",,,,,(630) 595-3009,555,555,,https://www.sankyu-usa.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,1989,10845
Sany America,"318 Sany Way Peachtree City, GA 30269 United States",,,,,(470) 522-7269,318,318,bsmoot@sanyamerica.com,https://www.sanyamerica.com,Member Get (a-Member);  (),info@scranet.org,,2021,29787
"Sapphire Rose Pilot Car, Inc.","P.O. Box 115 Converse, TX 78109 United States",,,,,(210) 661-6441,115,115,,https://www.sapphirerosepilotcar.com,Member Get (a-Member);  (),info@scranet.org,,2011,34761
"Sarens USA, INC.","10855 John Ralston Rd. Houston, TX 77044 United States",,,,,(832) 536-3669,10855,10855,,https://www.sarens.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalT-Transportation,1969,10894
Saretra GmbH,"Altrottstr. 31 Walldorf, BW 69190 Germany",,,,,0049 173 543 43 26,"31
69190","31
69190",,https://www.saretra.com,Member Get (a-Member);  (),info@scranet.org,,2024,51867
"Sautter Crane Rental, Inc.","2900 Black Lake Place Philadelphia, PA 19154 United States",,,,,(215) 698-4466,2900,2900,,https://www.sauttercrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,2012,35638
Schaften Cranes B.V.,"Eemhavenweg 40 Rotterdam, Zuid-Holland 3089KG Netherlands",,,,,+31102380700,"40
3089","40
3089",,https://www.schaftencranes.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-International,2018,45884
Scharff Crane & Rigging,"105 Friendship Rd. Sherman, TX 75092 United States",,,,,(903) 868-1502,105,105,,https://www.scharffcrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,2016,42848
Scona/Doepker Industries LTD,"300 Doepker Avenue Annaheim, SK S0K 0G0 Canada",,,,,(480) 490-3351,300,300,,https://www.doepker.com,Member Get (a-Member);  (),info@scranet.org,,2024,46422
"Scopelitis, Garvin, Light, Hanson & Feary, PC","10 W. Market St., Suite 1400 Indianapolis, IN 46204 United States",,,,,(317) 637-1777,1400,1400,asmith@scopelitis.com,https://www.scopelitis.com,Member Get (a-Member);  (),info@scranet.org,,2010,12062
Scott-Macon Equipment,"14925 S. Main St. Houston, TX 77035 United States",,,,,(713) 721-7070,14925,14925,,https://www.smequipment.com,Member Get (a-Member);  (),info@scranet.org,,2021,29743
Scott-Woods Transport Inc.,"23469 Highway 48 Sutton West, ON L0E 1R0 Canada",,,,,(905) 832-4224,140,140,,https://www.scottwoodstransport.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalS-SteelT-Transportation,1990,10859
Seil Rigging & Millwright,"Calle Cuarta #463  San Jose de los Cerritos Saltillo, Coahuila 25294 Mexico",,,,,+52 (844) 416 5915,463,463,,https://www.seilrigger.mx,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalM-MillwrightT-Transportation,2008,29972
Seil Rigging & Millwright (B),"Leon-Silao 153  Colonias Nuevo Mexico Silao, Guanajuato 36273 Mexico",,,,,+52 (844) 416 5915,153,153,,https://www.seilrigger.mx,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalM-MillwrightT-Transportation,,38046
Select Crane Sales LLC (B),"11096 Leadbetter Rd. Ashland, VA 23005 United States",,,,,(757) 353-4443,11096,11096,,https://www.selectcrane.com,Member Get (a-Member);  (),info@scranet.org,,,54257
"Select Crane Sales, LLC","3965 Selvitz Road Fort Pierce, FL 34981 United States",,,,,(772) 595-6556,3965,3965,,https://www.selectcrane.com,Member Get (a-Member);  (),info@scranet.org,,2016,42495
"Select Crane Sales, LLC (B)","51 Tannery Road Branchburg, NJ 08876 United States",,,,,(908) 823-0650,08876,08876,,https://www.selectcrane.com,Member Get (a-Member);  (),info@scranet.org,,,45865
Select Energy,"3965 Selvitz Road Ft. Pierce, FL 34981 United States",,,,,(772) 801-8035,3965,3965,frankp@selectenergy.net,https://www.selectenergy.net,Member Get (a-Member);  (),info@scranet.org,,2025,53694
Sentry Steel Service Co Inc.,"167 Center Point Rd. South Hendersonville, TN 37075 United States",,,,,(615) 826-9552,167,167,,https://www.sentrysteel.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-Millwright,1999,11909
SESCO MEXICO,"Carr. Monclova Km 11 #5455  Colonia Los Cedros Saltillo, Coahuila 25900 Mexico",,,,,+52(844)294 2872,5455,5455,sandro.sanchez@sesco.com.mx,https://www.sesco.com.mx,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalT-Transportation,2022,46524
SESCO MEXICO (B),"Anillo Vial II 10271, Int. 22  Cumbres de Conin, Q3 Microparque Pyme Queretearo, QRO 76246 Mexico",,,,,+52 446 138 5881,10271,10271,,https://www.sesco.com.mx,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalT-Transportation,,52904
"Shawmut Equipment Company, Inc.","20 Tolland Turnpike Manchester, CT 06042 United States",,,,,(860) 643-4161,06042,06042,,https://www.shawmutequipment.com,Member Get (a-Member);  (),info@scranet.org,,1998,10872
Sheedy Drayage Co.,"1215 Michigan Street  P.O. Box 77004 San Francisco, CA 94107-0004 United States",,,,,(415) 648-7171,1215,1215,,https://www.sheedycrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalT-Transportation,1970,10873
Sheedy Drayage Co. (B),"515 Port Road 21 Stockton, CA 95203-2991 United States",,,,,(209) 346-1352,515,515,,https://www.sheedycrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,,12875
"Shenzhen Speed-up Int'l Logistics Co., Ltd.","Rm. 1226, Hongfa Central Building,  Chuangye 1st Rd,  Bao'an Central District Shenzhen,  518100 China",,,,,86-755-88893799/27888701/,1226,1226,lorna@speed-up.biz,https://www.speed-up.biz,Member Get (a-Member);  (),info@scranet.org,,2019,37278
Shield and Supply Corporation,"8215 SW Tualatin-Sherwood Tualatin, OR 97062 United States",,,,,(503) 278-8620,8215,8215,dan@shieldandsupply.com,https://www.shieldandsupply.com,Member Get (a-Member);  (),info@scranet.org,,2025,53523
Shinn Cranes LLC,"1600 Ocean Ave. (Route 88) Lakewood, NJ 08701 United States",,,,,(732) 458-2800,1600,1600,,https://www.shinncranes.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & Rigging,2008,10436
"Shoemaker Rigging & Transport, LLC","3385 Miller Park Road Akron, OH 44312 United States",,,,,(330) 899-9090,3385,3385,mike.cullion@shoemakerrigging.com,https://www.shoemakerrigging.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalM-MillwrightS-SteelT-Transportation,2015,40879
"Shoemaker Rigging & Transport, LLC (B)","1333 Kingry St. Columbus, OH 43211 United States",,,,,(614) 335-9090,1333,1333,mike.cullion@shoemakerrigging.com,https://www.shoemakerrigging.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalM-MillwrightS-SteelT-Transportation,,50331
"Shoemaker Rigging & Transport, LLC (B)","3385 Miller Park Road Akron, OH 44312 United States",,,,,(614) 335-9090,3385,3385,mike.cullion@shoemakerrigging.com,https://www.shoemakerrigging.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalM-MillwrightS-SteelT-Transportation,,50332
"Shoemaker Rigging & Transport, LLC (B)","3385 Miller Park Road Akron, OH 44312 United States",,,,,(330) 899-9090,3385,3385,mike.cullion@shoemakerrigging.com,https://www.shoemakerrigging.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalM-MillwrightS-SteelT-Transportation,,50334
Siemens Financial Services,"40 Liberty Boulevard Malvern, PA 19355 United States",,,,,(484) 473-5042,19355,19355,,https://www.siemens.com,Member Get (a-Member);  (),info@scranet.org,,2019,46087
Silk Road Specialized LLC,"8781 State Route 36 Arkport, NY 14807 United States",,,,,(607) 295-7406,8781,8781,tharaty@srs.net,https://www.srs.net,Member Get (a-Member);  (),info@scranet.org,T-Transportation,2020,48368
Silo,"414 Union Street  Ste 1210 Nashville, TN 37219 United States",,,,,(615) 265-9156,414,414,,https://www.shipsilo.com,Member Get (a-Member);  (),info@scranet.org,,2025,52952
Simard Suspensions Inc.,"1064, Boul. Mgr-De Laval Baie-Saint-Paul, PQ G3Z 2W9 Canada",,,,,(418) 435-5347,1064,1064,,https://www.simardsuspensions.com,Member Get (a-Member);  (),info@scranet.org,,2014,32165
Sims Crane & Equipment Co.,"1219 US 301 North Tampa, FL 33619 United States",,,,,(813) 626-8102,1219,1219,,https://www.simscrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & Rigging,2003,15472
Sims HD,"1221 US HWY 301 N Tampa, FL 33619 United States",,,,,(813) 695-5143,1221,1221,,https://www.simshd.net/,Member Get (a-Member);  (),info@scranet.org,T-Transportation,2015,41173
Sindipesa,"Rua Orlando Monteiro, 21 - Vila Maria São Paulo, Sao Paulo 02121-021 Brazil",,,,,+55 (11) 3051 4320,02121-021,02121-021,,https://www.sindipesa.com.br,Member Get (a-Member);  (),info@scranet.org,T-Transportation,1997,10881
SKOOKUM,"6160 S. Whiskey Hill Rd. Hubbard, OR 97032 United States",,,,,(503) 982-9779,6160,6160,mary.beymer@skookumtough.com,https://www.skookumtough.com,Member Get (a-Member);  (),info@scranet.org,,2022,14047
"SkyCrane, LLC","7119 Ivory Way Fairview, TN 37062 United States",,,,,(510) 928-4903,7119,7119,,https://www.skycranerentals.com,Member Get (a-Member);  (),info@scranet.org,,2025,53817
Skyline Crane Rental LLC,"4235 Martinez Rd Acton, CA 93510 United States",,,,,(818) 922-5813,4235,4235,,https://www.skylinecranerental.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & Rigging,2021,49295
Skyward Specialty Insurance Company,"600 Galleria Parkway  Suite 770 Atlanta, GA 30339 United States",,,,,(843) 503-3116,600,600,lcordes@skywardinsurance.com,https://www.skywardinsurance.com/,Member Get (a-Member);  (),info@scranet.org,,2019,36663
Slingmax® Rigging Solutions,"P.O. Box 2423  205 Bridgewater Rd. Aston, PA 19014 United States",,,,,(610) 485-8500,"2423
205","2423
205",,https://www.slingmax.com,Member Get (a-Member);  (),info@scranet.org,,1996,10900
Sloan Energy Services LLC,"1200 S JBS Parkway Odessa, TX 79766 United States",,,,,(432) 653-0205,1200,1200,chris@sloanenergyservices.com,https://www.sloanenergyservices.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingO-Oil FieldT-Transportation,2021,49032
"SmartEquip, Inc.","Building 501, Merritt 7  5th Floor Norwalk, CT 06851 United States",,,,,(414) 841-5601,501,501,jcervero@smartequip.com,https://www.smartequip.com,Member Get (a-Member);  (),info@scranet.org,,2022,49554
SMIG Montajes Industriales S De RL De CV,"German Almaraz 207 Monterrey, NL 64180 Mexico",,,,,+528183739099,"207
64180","207
64180",,https://www.smig.com.mx,Member Get (a-Member);  (),info@scranet.org,C-Crane & Rigging,2025,53399
Smiley Lifting Solutions,"5326 W. Mohave St. Phoenix, AZ 85043 United States",,,,,(623) 215-1000,5326,5326,,https://www.smileycrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & Rigging,2024,52663
"Smith Hauling, Inc.","3637 Route 36N Oliveburg, PA 15764 United States",,,,,,3637,3637,,https://www.smithhauling.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingO-Oil FieldT-Transportation,1998,10908
"Snell Crane Service, Inc.","333 Ronlee Lane NW Olympia, WA 98502 United States",,,,,(360) 867-0198,333,333,,https://www.snellcrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,2017,20976
Solid Hook Inc.,"135 Milady Rd. North York, ON M9L 2J1 Canada",,,,,(647) 706-5432,135,135,,https://solidhook.ca,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalT-Transportation,2025,53235
Somalev Cranes & Logistics,"P3020, La Ville Verte  a 500m de American Academy Bouskoura, Casablanca 27182 Morocco",,,,,+212522729653,3020,3020,b.tabi@somalev.ma,https://www.somalev.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,2025,54318
Southeastern Crane Services LLC,"3935 Hwy 321 West Columbia, SC 29172 United States",,,,,(803) 995-2518,3935,3935,,https://www.southeasterncraneservices.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,2025,54384
Southeastern Rigging,"560 Wade Street Winter Springs, FL 32708 United States",,,,,(407) 260-2227,560,560,,https://www.serigging.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & Rigging,2022,49697
"Southern Industrial Constructors, Inc.","6101 Triangle Drive Raleigh, NC 27617-4717 United States",,,,,(919) 782-4600,6101,6101,,https://www.southernindustrial.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,1966,10004
"Southern Industrial Constructors, Inc. (B)","114 Landmark Drive Greensboro, NC 27409 United States",,,,,(336) 605-7900,114,114,,https://www.southernindustrial.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,,47440
"Southern Industrial Constructors, Inc. (B)","1075 Highway 124  Bldg 400, Suite 100 Hoschton, GA 30548 United States",,,,,(678) 963-5179,1075,1075,,https://www.southernindustrial.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,,50253
"Southern Industrial Constructors, Inc. (B)","136 Roymac Drive Wilmington, NC 28401 United States",,,,,(910) 762-2482,136,136,,https://www.southernindustrial.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,,11770
"Southern Industrial Constructors, Inc. (B)","4047 Airport Road  Suite 101 Georgetown, TX 78628 United States",,,,,(919) 782-4600,4047,4047,,https://www.southernindustrial.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,,54316
"Southern Industrial Constructors, Inc. (B)","421 Gamble Drive Columbia, SC 29209 United States",,,,,(803) 796-3072,421,421,,https://www.southernindustrial.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,,16422
Southern Lifting and Hoisting,"6502 SW 29th St. Oklahoma City, OK 73179 United States",,,,,(405) 400-8258,6502,6502,,https://www.southernliftingandhoisting.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,2023,50370
"Southern Pines Trucking, Inc.","4200 Industrial Boulevard Aliquippa, PA 15001 United States",,,,,(724) 987-1648,4200,4200,,https://spinestrucking.com,Member Get (a-Member);  (),info@scranet.org,T-Transportation,2009,32485
Southern Tier Express Inc.,"558 Lane School Road Andover, NY 14806-9509 United States",,,,,(607) 478-8503,558,558,,https://www.stx.net,Member Get (a-Member);  (),info@scranet.org,T-Transportation,1995,10922
"Southern Transport, LLC.","24291 FM 1252W Gladewater, TX 75647 United States",,,,,(903) 981-0888,24291,24291,,https://www.southerntransport.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,2023,50372
"Southway Crane & Rigging, LLC","222 New Dunbar Road Byron, GA 31008 United States",,,,,(478) 956-1805,222,222,,https://www.southwaycrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & Rigging,,33356
"Southway Crane & Rigging, LLC (B)","1784 Two Notch Road Lexington, SC 29071 United States",,,,,(803) 957-3222,1784,1784,,https://www.southwaycrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & Rigging,2019,19997
Southwest Industrial Rigging,"4705 S. 35th Avenue Phoenix, AZ 85041 United States",,,,,(602) 256-7161,4705,4705,,https://www.swirusa.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,1998,10926
"Southwestern Industrial Contractors & Riggers, Inc.","7155 Industrial Ave. El Paso, TX 79915 United States",,,,,(915) 779-3931,7155,7155,,https://www.southwesternindustrial.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalM-MillwrightT-Transportation,1948,10928
Specialized Inc.,"P.O. Box 875 Aurora, OH 44202 United States",,,,,(330) 425-2715,875,875,,https://www.specialized-inc.com,Member Get (a-Member);  (),info@scranet.org,T-Transportation,1994,10934
"Specialized Machinery Transport, Inc.","21 Town Forest Road Webster, MA 01570 United States",,,,,(508) 671-9188,01570,01570,,https://www.specializedmachinerytransport.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalM-MillwrightT-Transportation,1990,10935
"Specialized Transportation Services, Inc.","6758 Pine Arbor Blvd. S. Cottage Grove, MN 55016 United States",,,,,(651) 307-5363,6758,6758,,https://www.specprologistics.com,Member Get (a-Member);  (),info@scranet.org,,2021,48484
"Specialty Moving & Rigging, Inc.","P.O. Box 3189 Vega Alta, PR 00692 Puerto Rico",,,,,(787) 270-0791 (787) 347-,3189,3189,,https://www.specialtymovingrigging.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalM-MillwrightT-Transportation,2003,15758
Spectrum Transportation,"3910 Vincent Station Drive Owensboro, KY 42303 United States",,,,,(270) 685-1880,3910,3910,,https://,Member Get (a-Member);  (),info@scranet.org,,2021,48551
Spruce Hollow Heavy Haul Ltd.,"2511 Guilford Dr Abbotsford, BC V2S 5L9 Canada",,,,,(604) 852-4179,2511,2511,ron@spruchollowheavyhaul.com,https://www.sprucehollowheavyhaul.com,Member Get (a-Member);  (),info@scranet.org,T-Transportation,2024,51994
"Standard Cartage Company, Inc.","5100 W. 73rd Street Bedford Park, IL 60638-6614 United States",,,,,(708) 216-9900,5100,5100,,https://www.standardcartage.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,2016,16637
Star Intermodal Transportation,"PO Box 248 Green Cove Springs, FL 32043-0248 United States",,,,,(904) 264-4221,248,248,,https://www.starintermodal.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingT-Transportation,2004,17122
State Permits,"7049 Mears Gate Dr. NW, Suite A North Canton, OH 44720 United States",,,,,(330) 497-0446,7049,7049,,https://www.statepermits.com,Member Get (a-Member);  (),info@scranet.org,,2007,27800
State Tractor Trucking Inc,"4101 Powell Dr Shawnee, KS 66112 United States",,,,,(913) 334-1075,4101,4101,,https://www.Statetractor.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingO-Oil FieldT-Transportation,2017,43343
Steffan Industries Inc.,"950 E Smithfield St McKeesport, PA 15135 United States",,,,,(412) 751-4484,950,950,bud@steffanindustriesinc.com,https://www.steffanindustriesinc.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,2018,44844
"Stephenson Equipment, Inc.","7201 Paxton Street Harrisburg, PA 17111 United States",,,,,(800) 325-6455,7201,7201,,https://www.stephensonequipment.com,Member Get (a-Member);  (),info@scranet.org,,2017,20974
Sterling,"501 E 151st St Phoenix, IL 60426 United States",,,,,(708) 388-2223,501,501,,https://sterlingsolutions.com,Member Get (a-Member);  (),info@scranet.org,,2009,32415
Sterling Crane,"P.O. Box 8610, Station South Edmonton, AB T6E 6R2 Canada",,,,,(780) 440-4434,8610,8610,tbenjamin@marmoncranes.com,https://www.sterlingcrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingI-InternationalT-Transportation,1980,10952
"Stevenson Crane Service, Inc.","410 Stevenson Drive Bolingbrook, IL 60440 United States",,,,,(630) 972-9199,410,410,,https://www.stevensoncrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,2006,10961
"Stevenson Crane Service, Inc. (B)","16675 Van Dam Rd South Holland, IL 60473 United States",,,,,(219) 972-9199,16675,16675,,https://www.stevensoncrane.com,Member Get (a-Member);  (),info@scranet.org,C-Crane & RiggingM-MillwrightT-Transportation,,32192
Stewart & Stevenson,"5717 Interstate 10 San Antonio, TX 78219 United States",,,,,,5717,5717,Nicholas.brown3@kirbycorp.com,https://www.stewartandstevenson.com,Member Get (a-Member);  (),info@scranet.org,,2025,53360
Stone Kalfus LLP,"1718 Peachtree Street NW  Suite 550 Atlanta, GA 30309 United States",,,,,(404) 736-2602,1718,1718,matt.stone@stonekalfus.com,https://www.stonekalfus.com/,Member Get (a-Member);  (),info@scranet.org,,2018,45873
Stretch Transports LLC,"Po Box 4773 Parker, CO 80134 United States",,,,,(720) 550-3217,4773,4773,bhundley@stretchtransports.com,https://,Member Get (a-Member);  (),info@scranet.org,,2023,51280
"Stroh Engineering Services, P.C.","84 West Hoffman Ave. Lindenhurst, NY 11757 United States",,,,,(631) 669-7531,11757,11757,,https://,Member Get (a-Member);  (),info@scranet.org,,2008,32142
